"Comment ID","Reply to Which Comment","User ID","Username","Nick Name","Comment","Comment Time","Digg Count","Author Digged","Reply Count","Pinned to Top","User Homepage"
"=""7223272880578020123""","=""7223257608655635226""","=""7180355106541929473""","napis0t","𝑛𝑎𝑝𝑖𝑠𝑎-`ღ´-","ydh tau
tpi viral nya knp","18/4/2023, 13.28.36","1","No","","","https://www.tiktok.com/@napis0t"
"=""7223335650584527642""","=""7223257608655635226""","=""6890041017577161729""","apapjade","Handoyo","bu girl","18/4/2023, 17.31.50","0","No","","","https://www.tiktok.com/@apapjade"
"=""7223349626819085083""","=""7223257608655635226""","=""7134613708442027034""","sha.shaaw","𝔞𝔰𝔥𝔞𝔞","tag akunya cba","18/4/2023, 18.26.01","0","No","","","https://www.tiktok.com/@sha.shaaw"
"=""7223355096255398662""","=""7223257608655635226""","=""7119541208221074458""","chironracxst","Ditan Dwi Tantra","gw ga tau nama akunnya tpi video nya udh kesebar banyak","18/4/2023, 18.47.17","0","No","","","https://www.tiktok.com/@chironracxst"
"=""7226413034410672922""","","=""6972048326104302593""","nikkk979","NIKO","berbagi itu indahhh😁","27/4/2023, 00.33.39","1","No","4","No","https://www.tiktok.com/@nikkk979"
"=""7256047432558461701""","=""7226413034410672922""","=""6946830773383431169""","zadaaa01","zadzz","bagi","15/7/2023, 22.02.26","0","No","","","https://www.tiktok.com/@zadaaa01"
"=""7226528076091360026""","=""7226413034410672922""","=""7040710495158240283""","im.azzw","treasure","kirim di mana","27/4/2023, 08.00.43","0","No","","","https://www.tiktok.com/@im.azzw"
"=""7226524160863077146""","=""7226413034410672922""","=""6972048326104302593""","nikkk979","NIKO","bagi !","27/4/2023, 07.45.14","1","No","","","https://www.tiktok.com/@nikkk979"
"=""7226496963838362395""","=""7226413034410672922""","=""7040710495158240283""","im.azzw","treasure","gue ada","27/4/2023, 05.59.40","0","No","","","https://www.tiktok.com/@im.azzw"
"=""7223778577103405851""","","=""6922330951893582849""","bedivere27","Raksha","berbagi itu indah kawan","20/4/2023, 12.33.06","2","No","7","No","https://www.tiktok.com/@bedivere27"
"=""7224020304623272730""","=""7223778577103405851""","=""6916700871653819393""","omfranko4","dolla32","bagi","20/4/2023, 13.48.39","0","No","","","https://www.tiktok.com/@omfranko4"
"=""7550111490046444296""","=""7223778577103405851""","=""7531609142457631761""","saputrasaputra756","saputrasaputra756","dk,","15/9/2025, 07.53.59","0","No","","","https://www.tiktok.com/@saputrasaputra756"
"=""7224015071549670171""","=""7223778577103405851""","=""6888588515228369922""","poping038","APRIL   H","gw ad bg tapi cuma 5 vd","20/4/2023, 13.28.24","0","No","","","https://www.tiktok.com/@poping038"
"=""7224021446178194203""","=""7223778577103405851""","=""7124746181876368386""","mrnddd13","Dhann","Bagi bang pliss","20/4/2023, 13.53.03","0","No","","","https://www.tiktok.com/@mrnddd13"
"=""7224018641825366811""","=""7223778577103405851""","=""7016601959621280795""","aniprf188","Aniprf","bagi","20/4/2023, 13.42.18","0","No","","","https://www.tiktok.com/@aniprf188"
"=""7224023222311060251""","=""7223778577103405851""","=""7144396875332207617""","_r1drrrrrr","￶: ￶","bagi bang","20/4/2023, 13.59.59","0","No","","","https://www.tiktok.com/@_r1drrrrrr"
"=""7398900944086729478""","","=""7011986350203208706""","darz4you_04","darm🅰️","2024🗿","3/8/2024, 20.14.41","4","No","7","No","https://www.tiktok.com/@darz4you_04"
"=""7452586703879242501""","=""7398900944086729478""","=""7336084537766609926""","andra_14_16_","a","wkkkk","26/12/2024, 12.23.10","0","No","","","https://www.tiktok.com/@andra_14_16_"
"=""7452594329484575495""","=""7398900944086729478""","=""7011986350203208706""","darz4you_04","darm🅰️","udah mau 2025 anjjng🗿","26/12/2024, 12.52.20","1","No","","","https://www.tiktok.com/@darz4you_04"
"=""7488657203697025799""","=""7398900944086729478""","=""7125388279327409158""","inckfunixxx69","່","2025🗿","2/4/2025, 17.14.49","0","No","","","https://www.tiktok.com/@inckfunixxx69"
"=""7601552833041007378""","=""7398900944086729478""","=""7294884920802608133""","naya_zar","mie ayam","2026🗿","31/1/2026, 22.47.25","0","No","","","https://www.tiktok.com/@naya_zar"
"=""7601851982798504711""","=""7398900944086729478""","=""7011986350203208706""","darz4you_04","darm🅰️","gw kembali 🗿","1/2/2026, 18.08.21","0","No","","","https://www.tiktok.com/@darz4you_04"
"=""7601886542332150535""","=""7398900944086729478""","=""7294884920802608133""","naya_zar","mie ayam","😳","1/2/2026, 20.22.25","0","No","","","https://www.tiktok.com/@naya_zar"
"=""7402132568679727878""","=""7398900944086729478""","=""6922230438120047621""","user017271811","p","bagi bang","12/8/2024, 13.14.58","0","No","","","https://www.tiktok.com/@user017271811"
"=""7226738091377230618""","","=""7054506682635109381""","user1051191770217","Nangin 312","bagi atuh aku gk tau","27/4/2023, 21.35.03","2","No","4","No","https://www.tiktok.com/@user1051191770217"
"=""7226739477502673691""","=""7226738091377230618""","=""6975304754838995969""","onyournoura_","noura ngaku wonyoung","aku ada","28/4/2023, 12.14.05","0","No","","","https://www.tiktok.com/@onyournoura_"
"=""7227044243012535046""","=""7226738091377230618""","=""7191526326519055386""","nylagilrs","ayla","fb cuy","28/4/2023, 17.22.53","0","No","","","https://www.tiktok.com/@nylagilrs"
"=""7226975359441961733""","=""7226738091377230618""","=""6779512386179564546""","arnftrrrr","af","fb nau","28/4/2023, 12.55.37","0","No","","","https://www.tiktok.com/@arnftrrrr"
"=""7228003186287133467""","","=""7032689220285547521""","lauraaaaaa73","🪐","udh kk kasian😅","1/5/2023, 07.24.34","47","No","10","No","https://www.tiktok.com/@lauraaaaaa73"
"=""7228148055253975834""","=""7228003186287133467""","=""7224179791783478299""","xynda_kznn","Nan?","spa suruh dia Kya gtu","1/5/2023, 16.46.31","3","No","","","https://www.tiktok.com/@xynda_kznn"
"=""7228732153252332314""","=""7228003186287133467""","=""7211388832766592027""","adala392","caramel🍵","klu lu kek gitu gimana terima?","3/5/2023, 06.33.39","0","No","","","https://www.tiktok.com/@adala392"
"=""7228149374291215131""","=""7228003186287133467""","=""7032689220285547521""","lauraaaaaa73","🪐","iy emg gk blh?","1/5/2023, 16.51.39","0","No","","","https://www.tiktok.com/@lauraaaaaa73"
"=""7228149765061133082""","=""7228003186287133467""","=""7224179791783478299""","xynda_kznn","Nan?","ngakak gw anjir","1/5/2023, 16.53.01","1","No","","","https://www.tiktok.com/@xynda_kznn"
"=""7228149748790756122""","=""7228003186287133467""","=""7224179791783478299""","xynda_kznn","Nan?","ko yg salah di bela","1/5/2023, 16.52.54","1","No","","","https://www.tiktok.com/@xynda_kznn"
"=""7228189056226853658""","=""7228003186287133467""","=""7032689220285547521""","lauraaaaaa73","🪐","ggr wae po py mbk saci","1/5/2023, 19.25.25","1","No","","","https://www.tiktok.com/@lauraaaaaa73"
"=""7228152226232075035""","=""7228003186287133467""","=""7032689220285547521""","lauraaaaaa73","🪐","la gmna GK suka jpri wae mbk","1/5/2023, 17.02.29","0","No","","","https://www.tiktok.com/@lauraaaaaa73"
"=""7228163424114443035""","=""7228003186287133467""","=""7182852247645340698""","urlove4_2","ȥσყαα🐳","ngeri bngt kak","1/5/2023, 17.46.04","0","No","","","https://www.tiktok.com/@urlove4_2"
"=""7226436189182722842""","","=""7093569072030532634""","aizenftrex","ZennNann💫","knp sih dia ?","27/4/2023, 02.03.29","3","No","4","No","https://www.tiktok.com/@aizenftrex"
"=""7226586349033063194""","=""7226436189182722842""","=""6832239132245509121""","aydan__12","Xoxo","turu ya😂","27/4/2023, 11.46.22","0","No","","","https://www.tiktok.com/@aydan__12"
"=""7226586576695149339""","=""7226436189182722842""","=""7093569072030532634""","aizenftrex","ZennNann💫","baru pulang dari pondok jadi gk tau apa apa bg","27/4/2023, 11.47.08","0","No","","","https://www.tiktok.com/@aizenftrex"
"=""7226586669847495450""","=""7226436189182722842""","=""6832239132245509121""","aydan__12","Xoxo","kalo mondok jangan wkwk","27/4/2023, 11.47.45","0","No","","","https://www.tiktok.com/@aydan__12"
"=""7226590605491946266""","=""7226436189182722842""","=""7093569072030532634""","aizenftrex","ZennNann💫","upss","27/4/2023, 12.02.45","0","No","","","https://www.tiktok.com/@aizenftrex"
"=""7223799845085528858""","","=""6971996718191969282""","userrr2810_","biboo","gw cuma file nya doang kalo mau nonton semuanya jadi harus buka file nya satu²🗿","19/4/2023, 23.33.20","1","No","6","No","https://www.tiktok.com/@userrr2810_"
"=""7224012887587701530""","=""7223799845085528858""","=""6971996718191969282""","userrr2810_","biboo","gmna ya","20/4/2023, 13.19.51","0","No","","","https://www.tiktok.com/@userrr2810_"
"=""7223998827715150618""","=""7223799845085528858""","=""6971996718191969282""","userrr2810_","biboo","ya gmna mau bagi nya🗿","20/4/2023, 12.25.27","0","No","","","https://www.tiktok.com/@userrr2810_"
"=""7223904511709643547""","=""7223799845085528858""","=""6883137775323841538""","sinedrajafaamatarp","kbw💬","ngilang","20/4/2023, 06.19.52","0","No","","","https://www.tiktok.com/@sinedrajafaamatarp"
"=""7223979553369178907""","=""7223799845085528858""","=""6971996718191969282""","userrr2810_","biboo","mau bg?","20/4/2023, 11.10.39","0","No","","","https://www.tiktok.com/@userrr2810_"
"=""7223878522862387995""","=""7223799845085528858""","=""6954836706650997762""","terimakasihlotek","rafli87","bagi bang","20/4/2023, 04.38.43","1","No","","","https://www.tiktok.com/@terimakasihlotek"
"=""7223979492807885595""","=""7223799845085528858""","=""6971996718191969282""","userrr2810_","biboo","gass","20/4/2023, 11.10.29","0","No","","","https://www.tiktok.com/@userrr2810_"
"=""7227761976839193371""","","=""7097940058796049409""","rdtyangrho009","R","bang itu dapat di mana sih gue penasaran dah","30/4/2023, 15.48.24","5","No","1","No","https://www.tiktok.com/@rdtyangrho009"
"=""7227773154802156314""","=""7227761976839193371""","=""7097940058796049409""","rdtyangrho009","R","gue penasaran banget","30/4/2023, 16.31.43","0","No","","","https://www.tiktok.com/@rdtyangrho009"
"=""7226205228378063642""","","=""7202930354020664326""","doddy14.joker","doddyjoker","jadi penasaran cuman gw yakut karma... anak gw dah pada gadis.... astafirullah","26/4/2023, 17.16.40","1","No","4","No","https://www.tiktok.com/@doddy14.joker"
"=""7226232691476366107""","=""7226205228378063642""","=""7202930354020664326""","doddy14.joker","doddyjoker","di kunci gi mna donk","26/4/2023, 17.38.05","1","No","","","https://www.tiktok.com/@doddy14.joker"
"=""7226280871128843034""","=""7226205228378063642""","=""7202930354020664326""","doddy14.joker","doddyjoker","apa yg di tengok","26/4/2023, 23.23.42","0","No","","","https://www.tiktok.com/@doddy14.joker"
"=""7223631403295802138""","","=""7199322869095990299""","editorsaja03","Editor toko belanja online","aku sih punya tapi punya doi sendiri 😂","19/4/2023, 12.39.40","3","No","4","No","https://www.tiktok.com/@editorsaja03"
"=""7223644588437930778""","=""7223631403295802138""","=""6955763042270479362""","luyskyyy","luyskyy","bagi bangggg👑🦦","19/4/2023, 13.30.42","0","No","","","https://www.tiktok.com/@luyskyyy"
"=""7223672206633878299""","=""7223631403295802138""","=""7199322869095990299""","editorsaja03","Editor toko belanja online","Aduhh ga bisa bang","19/4/2023, 15.18.00","0","No","","","https://www.tiktok.com/@editorsaja03"
"=""7223643127423763227""","=""7223631403295802138""","=""6959872395998249985""","wwwww.247","Tomypz^","gg","19/4/2023, 13.25.07","0","No","","","https://www.tiktok.com/@wwwww.247"
"=""7223099329682244378""","","=""6959239066403980290""","kangsup26","vynnn","😂😂syakira2","18/4/2023, 02.15.27","3","No","1","No","https://www.tiktok.com/@kangsup26"
"=""7223104019832914714""","=""7223099329682244378""","=""7089873447057441794""","khanjut44","suka susu mu","org mana bg dia","18/4/2023, 02.33.39","0","No","","","https://www.tiktok.com/@khanjut44"
"=""7223157698706653979""","","=""6711461841342481410""","tengokni4","☆","ingat janji mu king👑😏","18/4/2023, 06.01.44","115","No","2","No","https://www.tiktok.com/@tengokni4"
"=""7232584457864545025""","=""7223157698706653979""","=""7152701020513960987""","fallwwwww","HOH","ingat allah bang👑👑😁😁","13/5/2023, 15.41.45","6","No","","","https://www.tiktok.com/@fallwwwww"
"=""7230243586162574086""","=""7223157698706653979""","=""6838458896588407810""","nescafepahit1","khaii⛩️","👑","7/5/2023, 08.17.57","0","No","","","https://www.tiktok.com/@nescafepahit1"
"=""7226899922409374490""","=""7223157698706653979""","=""7043687199582045185""","kaki_langar","perjalanan hidup","gk ada kakak","28/4/2023, 08.03.30","0","No","","","https://www.tiktok.com/@kaki_langar"
"=""7224208926006002459""","","=""6772526199530652673""","gio_anughrah",".","ALLAHUMMA SHOLLI 'ALA SAYYIDINA MUHAMMAD","21/4/2023, 02.00.35","5","No","0","No","https://www.tiktok.com/@gio_anughrah"
"=""7624563120236872465""","","=""7582483886060733461""","userleeeca8zem","user18104667126","💋အမှန်ကန်ဘဲနော်❤ရော့👉@yoon26611👈ဒီလင့်မှာ🥰Vipအလန်းတွေ💓ဝင်ကြည့်လိုက်ကိုကိုတို့ အကြိုက်🥰","3/4/2026, 22.59.06","1","No","1","No","https://www.tiktok.com/@userleeeca8zem"
"=""7624563117457097489""","=""7624563120236872465""","=""7582483886060733461""","userleeeca8zem","user18104667126","🥰🥰","3/4/2026, 22.59.10","0","No","","","https://www.tiktok.com/@userleeeca8zem"
"=""7226803356374631195""","","=""6963586187517641734""","rafliimani96","Moh.Rafli-imani","tersimpan rapi","28/4/2023, 01.48.22","2","No","3","No","https://www.tiktok.com/@rafliimani96"
"=""7226867631390278426""","=""7226803356374631195""","=""6976217056270205954""","prayuda8","prayuda'obey","𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪😅😅","28/4/2023, 05.58.07","0","No","","","https://www.tiktok.com/@prayuda8"
"=""7226809239938663195""","=""7226803356374631195""","=""6914556653808567297""","jamilanggara0","Jamil21","bagi bang","28/4/2023, 02.11.10","0","No","","","https://www.tiktok.com/@jamilanggara0"
"=""7226743824885252890""","","=""6916729136573023234""","raditismail3","user2132357071660","bagi""lah woe","27/4/2023, 21.57.13","2","No","3","No","https://www.tiktok.com/@raditismail3"
"=""7226755606554739482""","=""7226743824885252890""","=""6933836284722103297""","aji04_0","Aji.","Uda full album","27/4/2023, 22.42.56","0","No","","","https://www.tiktok.com/@aji04_0"
"=""7226776859638252314""","=""7226743824885252890""","=""7224100207825732635""","jalihaaln","entah_123","bagi bang","28/4/2023, 00.05.23","0","No","","","https://www.tiktok.com/@jalihaaln"
"=""7226755512120902426""","=""7226743824885252890""","=""6933836284722103297""","aji04_0","Aji.","lihat di yt mister reborn bg","27/4/2023, 22.42.43","0","No","","","https://www.tiktok.com/@aji04_0"
"=""7226216545674953499""","","=""6993599368209826817""","auraaq0","𝓐","@wawee.:haha udah liat","26/4/2023, 11.51.16","2","No","3","No","https://www.tiktok.com/@auraaq0"
"=""7226230197228536603""","=""7226216545674953499""","=""7175861017393251329""","seyyhs19","sesyyy","mw vid nya","26/4/2023, 12.44.07","0","No","","","https://www.tiktok.com/@seyyhs19"
"=""7226194760494170906""","=""7226216545674953499""","=""6937633345863304193""","kapaardiat","KAFF 4You","sma","26/4/2023, 12.05.34","0","No","","","https://www.tiktok.com/@kapaardiat"
"=""7226220516166648602""","=""7226216545674953499""","=""7050268053163508737""","abej115","Abej115","bgi bg pensran gua","26/4/2023, 12.06.31","0","No","","","https://www.tiktok.com/@abej115"
"=""7227062482455315226""","","=""6969578392497669121""","bluueskyy","Blueeskyy","cuma tau 8🗿","29/4/2023, 02.21.28","1","No","3","No","https://www.tiktok.com/@bluueskyy"
"=""7227892527206548251""","=""7227062482455315226""","=""6969578392497669121""","bluueskyy","Blueeskyy","dh gw hapus gw bkn tipe yg nyimpenan","1/5/2023, 13.47.58","0","No","","","https://www.tiktok.com/@bluueskyy"
"=""7227314088102593306""","=""7227062482455315226""","=""7214704526707754011""","ifasukamatchaa","𝖋𝖆𝖎𝖋𝖆𝖆𝖄𝖊𝖓𝖎","ngilang🗿","29/4/2023, 10.50.36","0","No","","","https://www.tiktok.com/@ifasukamatchaa"
"=""7227241871850914586""","=""7227062482455315226""","=""6929004422983468033""","meysillaafriyanii","hi, ini meii","berbagi ga slh kn?","29/4/2023, 06.10.04","0","No","","","https://www.tiktok.com/@meysillaafriyanii"
"=""7227091644930573083""","","=""7045615546012288027""","gisukacry","gisukacry","dia knp?","28/4/2023, 20.26.56","1","No","3","No","https://www.tiktok.com/@gisukacry"
"=""7227105572062708507""","=""7227091644930573083""","=""7052905947676967937""","bryannnnnnn19","bryann","aku jga serius","28/4/2023, 21.21.04","0","No","","","https://www.tiktok.com/@bryannnnnnn19"
"=""7227103765303264027""","=""7227091644930573083""","=""7045615546012288027""","gisukacry","gisukacry","srius ngab🗿","28/4/2023, 21.13.58","0","No","","","https://www.tiktok.com/@gisukacry"
"=""7227103497908077338""","=""7227091644930573083""","=""7052905947676967937""","bryannnnnnn19","bryann","kamu nanya","28/4/2023, 21.12.57","0","No","","","https://www.tiktok.com/@bryannnnnnn19"
"=""7226854580473201413""","","=""6934015823339570178""","dedesetiawan195","Dede Setiawan6575","cuma 8 eps","28/4/2023, 08.21.13","1","No","3","No","https://www.tiktok.com/@dedesetiawan195"
"=""7226937162569810715""","=""7226854580473201413""","=""6886841535641568258""","ridhosaputra237","ridho🐍","gue cuma punya 16","28/4/2023, 10.27.46","0","No","","","https://www.tiktok.com/@ridhosaputra237"
"=""7226927462222234394""","=""7226854580473201413""","=""6958821547759322117""","alexx_x747","ahyar","bgi lh bg","28/4/2023, 14.01.00","0","No","","","https://www.tiktok.com/@alexx_x747"
"=""7226783648929284891""","","=""6923753330478449665""","tidakada.1_1","al","paket lengkap😂 dah terlanjur ke instal😅","28/4/2023, 00.31.51","1","No","3","No","https://www.tiktok.com/@tidakada.1_1"
"=""7226867689342944026""","=""7226783648929284891""","=""6976217056270205954""","prayuda8","prayuda'obey","𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪😳😳","28/4/2023, 05.58.24","0","No","","","https://www.tiktok.com/@prayuda8"
"=""7226675077445550874""","=""7226783648929284891""","=""7178102364762702853""","johanes_heyper","༆Hʸᵖᵉʳ᭄★J.S","bagi lah bg angap aja tht 😂","28/4/2023, 02.30.17","0","No","","","https://www.tiktok.com/@johanes_heyper"
"=""7226794234627834650""","=""7226783648929284891""","=""6784937981695280129""","manio70","Joshua","bagi lh bro😂","28/4/2023, 01.12.58","0","No","","","https://www.tiktok.com/@manio70"
"=""7226565494827352859""","","=""7199977278016144411""","fee144p","fbristrongboysss","gua ada 7 video bang","27/4/2023, 10.25.31","1","No","3","No","https://www.tiktok.com/@fee144p"
"=""7226576476924216091""","=""7226565494827352859""","=""6898881958711313410""","rajafmicikwaee2","rajafmicikwaee2","nitip","27/4/2023, 11.08.01","0","No","","","https://www.tiktok.com/@rajafmicikwaee2"
"=""7226570826186523418""","=""7226565494827352859""","=""6957993520061760514""","dayat_alvredo02_","Leoo","bagi bang","27/4/2023, 10.46.20","0","No","","","https://www.tiktok.com/@dayat_alvredo02_"
"=""7226568260598104859""","=""7226565494827352859""","=""7123559106623603714""","ditzzzz_5","🕊","bagi","27/4/2023, 10.36.24","0","No","","","https://www.tiktok.com/@ditzzzz_5"
"=""7226294971023524635""","","=""7019161621785183237""","perando02","peran","gue punya banyak","26/4/2023, 16.55.38","1","No","3","No","https://www.tiktok.com/@perando02"
"=""7226295876242555674""","=""7226294971023524635""","=""6935671438385087489""","chemoneyaaa","clzriana🦪","bagi gausah ngilang","26/4/2023, 16.59.06","0","No","","","https://www.tiktok.com/@chemoneyaaa"
"=""7226318885695111962""","=""7226294971023524635""","=""7019161621785183237""","perando02","peran","lihat aja di shopee","26/4/2023, 18.28.19","0","No","","","https://www.tiktok.com/@perando02"
"=""7226321414935446298""","=""7226294971023524635""","=""6935671438385087489""","chemoneyaaa","clzriana🦪","yin dh sama org stng","26/4/2023, 18.38.05","0","No","","","https://www.tiktok.com/@chemoneyaaa"
"=""7226122975123981083""","","=""6953897122879341569""","aliabsholut7","Ali absholut","lah barusan gua nonton vidionya wkwk","26/4/2023, 05.48.34","1","No","3","No","https://www.tiktok.com/@aliabsholut7"
"=""7226172144353887003""","=""7226122975123981083""","=""7102449014939223041""","youtube21213","Eminem marshal","Bagi bang","26/4/2023, 08.59.14","0","No","","","https://www.tiktok.com/@youtube21213"
"=""7226134804030718747""","=""7226122975123981083""","=""7122078203539522561""","sisiliasusant","Ty🧸","bagi napa","26/4/2023, 06.34.48","0","No","","","https://www.tiktok.com/@sisiliasusant"
"=""7223090324901577499""","","=""7005486898169480198""","knzzz39","ken","katanya lebaran mau glory king 👑","18/4/2023, 14.42.17","2","No","3","No","https://www.tiktok.com/@knzzz39"
"=""7223192181870527258""","=""7223090324901577499""","=""7005486898169480198""","knzzz39","ken","glowing maksudnya","18/4/2023, 15.18.43","1","No","","","https://www.tiktok.com/@knzzz39"
"=""7223301075242173210""","=""7223090324901577499""","=""7065463336927265794""","nal1315","JAWIRRRRA","udah glory dari tahun kemaren king","18/4/2023, 15.17.46","0","No","","","https://www.tiktok.com/@nal1315"
"=""7223309843192562459""","=""7223090324901577499""","=""6927172466259624961""","realbangkistore","Hamzyyyyy","siap king 🩲🩲","18/4/2023, 15.52.00","1","No","","","https://www.tiktok.com/@realbangkistore"
"=""7223210282099983131""","","=""6884814810085671937""","agib_fzllh","★彡[ʀᴏx ʙʟᴀᴄᴋ ɢʀᴇʏ🇻🇳]彡★","mana cantik banget😂","18/4/2023, 09.25.26","2","No","3","No","https://www.tiktok.com/@agib_fzllh"
"=""7223005653887140634""","=""7223210282099983131""","=""7061497104238085122""","ngisyingg","eee","ga yakin gua kalau lu belum","18/4/2023, 10.10.33","0","No","","","https://www.tiktok.com/@ngisyingg"
"=""7223228764736783131""","=""7223210282099983131""","=""6884814810085671937""","agib_fzllh","★彡[ʀᴏx ʙʟᴀᴄᴋ ɢʀᴇʏ🇻🇳]彡★","belum apa coo","18/4/2023, 10.37.09","0","No","","","https://www.tiktok.com/@agib_fzllh"
"=""7223727184174711558""","=""7223210282099983131""","=""6968809598426645505""","yeskiellubis","hahaha","bagi bro","19/4/2023, 18.51.14","0","No","","","https://www.tiktok.com/@yeskiellubis"
"=""7224922891879318298""","","=""6967630237116023809""","_usern4m33333","margaret","ud nemu tapi males download 😅☝️","23/4/2023, 00.11.15","1","No","3","No","https://www.tiktok.com/@_usern4m33333"
"=""7224947269321376539""","=""7224922891879318298""","=""6808848051877544962""","rafi_20.10","𝑹𝒂𝒑𝒊","pp","23/4/2023, 01.45.57","0","No","","","https://www.tiktok.com/@rafi_20.10"
"=""7224923899560461083""","=""7224922891879318298""","=""6726873591730717698""","alvinywnda","🅰️Lvin Yuwanda","mana?","23/4/2023, 00.15.11","0","No","","","https://www.tiktok.com/@alvinywnda"
"=""7224970112893207322""","=""7224922891879318298""","=""7137223634124915713""","akulupabang","wkwkwkwk","b aja bg mending gak usah","23/4/2023, 03.14.33","0","No","","","https://www.tiktok.com/@akulupabang"
"=""7224581105688511259""","","=""6617879078631063553""","aserehej","Nur","ehehe udah dapet gw","22/4/2023, 02.04.54","1","No","3","No","https://www.tiktok.com/@aserehej"
"=""7224585844169278235""","=""7224581105688511259""","=""7137260613664195585""","ghannlltaimh","nyamnyam","dpt dmna woii","22/4/2023, 02.23.13","0","No","","","https://www.tiktok.com/@ghannlltaimh"
"=""7224585617018225434""","=""7224581105688511259""","=""6959089475781116929""","zidannge_","idann","dapetin dmn","22/4/2023, 02.22.17","0","No","","","https://www.tiktok.com/@zidannge_"
"=""7224585850553467674""","=""7224581105688511259""","=""7137260613664195585""","ghannlltaimh","nyamnyam","bgi lahhh","22/4/2023, 02.23.20","0","No","","","https://www.tiktok.com/@ghannlltaimh"
"=""7223359448289444635""","","=""7054005173728347163""","sywalbibil_26","Rzkyy","Gua baru punya 6 vidio🗿🗿","18/4/2023, 19.04.11","1","No","1","No","https://www.tiktok.com/@sywalbibil_26"
"=""7223365191492223771""","=""7223359448289444635""","=""6892010216578958338""","mr._064","pnya A!","apaka saya boleh minta king?","18/4/2023, 19.26.34","0","No","","","https://www.tiktok.com/@mr._064"
"=""7223124498152669978""","","=""7001045530689684507""","viinzz_18","R1.","gua ada 6 doang 😂","18/4/2023, 03.52.54","1","No","3","No","https://www.tiktok.com/@viinzz_18"
"=""7223127382566372123""","=""7223124498152669978""","=""6865627489919599618""","izikiy","aldiz","bagi","18/4/2023, 04.03.52","0","No","","","https://www.tiktok.com/@izikiy"
"=""7222956589854049050""","=""7223124498152669978""","=""6965405190812713985""","noell918","chrisnoel","gwe 23","18/4/2023, 04.02.17","0","No","","","https://www.tiktok.com/@noell918"
"=""7223126822254297862""","=""7223124498152669978""","=""7134162682974684187""","nendraa_ishere","nendraa_ishere","bagi ngab","18/4/2023, 04.01.30","0","No","","","https://www.tiktok.com/@nendraa_ishere"
"=""7227403033956598554""","","=""7028561443437315073""","terserahyeee","araa💥","et dh pada dapet dri mane","29/4/2023, 22.56.03","3","No","3","No","https://www.tiktok.com/@terserahyeee"
"=""7227527106815755034""","=""7227403033956598554""","=""6793865627871757314""","frzrodz","Frstonz 💫","gw ada","30/4/2023, 00.36.49","0","No","","","https://www.tiktok.com/@frzrodz"
"=""7227627175778845467""","=""7227403033956598554""","=""6940208972180767745""","issstttiii_","iss","bagi bang","30/4/2023, 07.05.21","0","No","","","https://www.tiktok.com/@issstttiii_"
"=""7227908292059857691""","=""7227403033956598554""","=""6959565694732911621""","bilawww.29","2229","bagi bang","1/5/2023, 01.16.11","0","No","","","https://www.tiktok.com/@bilawww.29"
"=""7226809067288249115""","","=""7139034804243072001""","useren15q9m8w2","penyegartimeline","baru punya 17 video","28/4/2023, 02.10.25","2","No","3","No","https://www.tiktok.com/@useren15q9m8w2"
"=""7226725423038628635""","=""7226809067288249115""","=""7178102364762702853""","johanes_heyper","༆Hʸᵖᵉʳ᭄★J.S","bagi bagi lahhh kak selgi bulan lebaran nihhh😅","28/4/2023, 02.28.45","0","No","","","https://www.tiktok.com/@johanes_heyper"
"=""7226810483541099290""","=""7226809067288249115""","=""6846615552501531649""","putra8778","Putra","bagi"" napaa wkwk","28/4/2023, 02.15.56","0","No","","","https://www.tiktok.com/@putra8778"
"=""7226867558271615770""","=""7226809067288249115""","=""6976217056270205954""","prayuda8","prayuda'obey","𝘼𝙙𝙖 𝘿𝙞 𝙋𝙧𝙤𝙛𝙞𝙡 𝙆𝙪😌😌🥰🥰😏😏","28/4/2023, 05.58.03","0","No","","","https://www.tiktok.com/@prayuda8"
"=""7226771109093409562""","","=""6608665537885388802""","yaniimalidaa","Anii","alhamdulillah tersusun rapi di galeri 😆","28/4/2023, 12.15.56","2","No","3","No","https://www.tiktok.com/@yaniimalidaa"
"=""7226975696245277466""","=""7226771109093409562""","=""6814433164947637250""","xxx.rhmaaaaaaaa","ma.....","menghilang dari line","28/4/2023, 12.57.19","0","No","","","https://www.tiktok.com/@xxx.rhmaaaaaaaa"
"=""7226966221601145627""","=""7226771109093409562""","=""6878463638564553730""","sindimarlita1","suka seblak","mauuu kaa","28/4/2023, 12.20.21","0","No","","","https://www.tiktok.com/@sindimarlita1"
"=""7226980091094909722""","=""7226771109093409562""","=""7119376665038423042""","ilvputr","putri","bgi cuy","28/4/2023, 13.14.12","0","No","","","https://www.tiktok.com/@ilvputr"
"=""7228524983814161178""","","=""7118056307734807578""","seprhmat","A53P 135","yg vid asli fuel nya cuma 2 mnt","2/5/2023, 22.32.13","3","No","2","No","https://www.tiktok.com/@seprhmat"
